Origin;Destination;Number
Orlovskaya;Tauridskaya;20979
Penzenskaya;Tauridskaya;854
Permskaya;Tauridskaya;370
Podolskaya;Tauridskaya;4767
Poltavskaya;Tauridskaya;33451
Pskovskaya;Tauridskaya;205
Ryazanskaya;Tauridskaya;2035
Samaraskaya;Tauridskaya;1744
StPetersburgskaya;Tauridskaya;1562
Saratovskaya;Tauridskaya;880
Simbirskaya;Tauridskaya;769
Smolenskaya;Tauridskaya;1396
Tambovskaya;Tauridskaya;4771
Tverskaya;Tauridskaya;473
Tulskaya;Tauridskaya;3126
Ufimskaya;Tauridskaya;204
Kharkovskaya;Tauridskaya;9321
Khersonskaya;Tauridskaya;21697
Chernigovskaya;Tauridskaya;12735
Estonskaya;Tauridskaya;1097
Yaroslavskaya;Tauridskaya;299
Warsawskaya;Tauridskaya;3764
Kaliszskaya;Tauridskaya;182
Kieleckaya;Tauridskaya;92
Lomzinskaya;Tauridskaya;353
Lublinskaya;Tauridskaya;779
Piotrkovskaya;Tauridskaya;207
Plockaya;Tauridskaya;184
Radomskaya;Tauridskaya;734
Suwalkskaya;Tauridskaya;217
Siedlcskaya;Tauridskaya;556
Bakinskaya;Tauridskaya;96
Dagestanskaya;Tauridskaya;94
Elisabethpolskaya;Tauridskaya;53
Karsskaya;Tauridskaya;84
Kubanskaya;Tauridskaya;2055
Kutaisskaya;Tauridskaya;465
Stavropolskaya;Tauridskaya;393
Terskaya;Tauridskaya;246
Tiflisskaya;Tauridskaya;287
Cernomorskaya;Tauridskaya;152
Erevanskaya;Tauridskaya;60
Amurskaya;Tauridskaya;4
Eniseiskaya;Tauridskaya;23
Zabaikalskaya;Tauridskaya;16
Irkutskaya;Tauridskaya;25
Primorskaya;Tauridskaya;34
Sakhalin;Tauridskaya;6
Tobolskaya;Tauridskaya;124
Tomskaya;Tauridskaya;51
Yakutskaya;Tauridskaya;15
Akmolinskaya;Tauridskaya;24
Zakaspiyskaya;Tauridskaya;11
Samarkandskaya;Tauridskaya;7
Semipalatinskaya;Tauridskaya;15
Semirechenskaya;Tauridskaya;6
SyrDaryinskaya;Tauridskaya;10
Turgayskaya;Tauridskaya;4
Uralskaya;Tauridskaya;7
Ferganskaya;Tauridskaya;29
Arkhangelskaya;Terskaya;64
Astrakhanskaya;Terskaya;2782
Bessarabskaya;Terskaya;438
Vilenskaya;Terskaya;379
Vitebskaya;Terskaya;166
Vladimirskaya;Terskaya;805
Vologodskaya;Terskaya;83
Volhynskaya;Terskaya;240
Voronezhskaya;Terskaya;9400
Viatskaya;Terskaya;555
Grodnenskaya;Terskaya;413
VojskaDonskogo;Terskaya;5415
Ekaterinoslavskaya;Terskaya;3677
Kazanskaya;Terskaya;607
Kalugskaya;Terskaya;1384
Kievskaya;Terskaya;1612
Kovenskaya;Terskaya;1441
Kostromskaya;Terskaya;88
Kurlandskaya;Terskaya;102
Kurskaya;Terskaya;4849
Liflyandskaya;Terskaya;141
Minskaya;Terskaya;343
Mogilevskaya;Terskaya;496
Moscowskaya;Terskaya;537
Nizhegorodskaya;Terskaya;995
Novgorodskaya;Terskaya;105
Olonetskaya;Terskaya;18
Orenburgskaya;Terskaya;319
Orlovskaya;Terskaya;1393
Penzenskaya;Terskaya;2804
Permskaya;Terskaya;259
Podolskaya;Terskaya;785
Poltavskaya;Terskaya;7777
Pskovskaya;Terskaya;117
Ryazanskaya;Terskaya;1963
Samaraskaya;Terskaya;2450
StPetersburgskaya;Terskaya;570
Saratovskaya;Terskaya;5509
Simbirskaya;Terskaya;917
Smolenskaya;Terskaya;319
Tauridskaya;Terskaya;1844
Tambovskaya;Terskaya;3794
Tverskaya;Terskaya;151
Tulskaya;Terskaya;944
Ufimskaya;Terskaya;958
Kharkovskaya;Terskaya;9501
Khersonskaya;Terskaya;1203
Chernigovskaya;Terskaya;2011
Estonskaya;Terskaya;79
Yaroslavskaya;Terskaya;180
Warsawskaya;Terskaya;389
Kaliszskaya;Terskaya;898
Kieleckaya;Terskaya;258
Lomzinskaya;Terskaya;163
Lublinskaya;Terskaya;353
Piotrkovskaya;Terskaya;249
Plockaya;Terskaya;131
Radomskaya;Terskaya;189
Suwalkskaya;Terskaya;580
Siedlcskaya;Terskaya;380
Bakinskaya;Terskaya;523
Dagestanskaya;Terskaya;6803
Elisabethpolskaya;Terskaya;620
Karsskaya;Terskaya;276
Kubanskaya;Terskaya;5517
Kutaisskaya;Terskaya;1207
Stavropolskaya;Terskaya;8107
Tiflisskaya;Terskaya;5960
Cernomorskaya;Terskaya;129
Erevanskaya;Terskaya;477
Amurskaya;Terskaya;2
Eniseiskaya;Terskaya;21
Zabaikalskaya;Terskaya;14
Irkutskaya;Terskaya;9
Primorskaya;Terskaya;3
Sakhalin;Terskaya;0
Tobolskaya;Terskaya;140
Tomskaya;Terskaya;48
Yakutskaya;Terskaya;5
Akmolinskaya;Terskaya;17
Zakaspiyskaya;Terskaya;29
Samarkandskaya;Terskaya;3
Semipalatinskaya;Terskaya;11
Semirechenskaya;Terskaya;8
SyrDaryinskaya;Terskaya;20
Turgayskaya;Terskaya;3
Uralskaya;Terskaya;11
Ferganskaya;Terskaya;11
Arkhangelskaya;Tiflisskaya;40
Astrakhanskaya;Tiflisskaya;237
Bessarabskaya;Tiflisskaya;452
Vilenskaya;Tiflisskaya;378
Vitebskaya;Tiflisskaya;235
Vladimirskaya;Tiflisskaya;358
Vologodskaya;Tiflisskaya;123
Volhynskaya;Tiflisskaya;353
Voronezhskaya;Tiflisskaya;3254
Viatskaya;Tiflisskaya;602
Grodnenskaya;Tiflisskaya;523
VojskaDonskogo;Tiflisskaya;2954
Ekaterinoslavskaya;Tiflisskaya;680
Kazanskaya;Tiflisskaya;761
Kalugskaya;Tiflisskaya;564
Kievskaya;Tiflisskaya;783
Kovenskaya;Tiflisskaya;2916
Kostromskaya;Tiflisskaya;155
Kurlandskaya;Tiflisskaya;272
Kurskaya;Tiflisskaya;914
Liflyandskaya;Tiflisskaya;242
Minskaya;Tiflisskaya;400
Mogilevskaya;Tiflisskaya;331
Moscowskaya;Tiflisskaya;630
Nizhegorodskaya;Tiflisskaya;280
Novgorodskaya;Tiflisskaya;131
Olonetskaya;Tiflisskaya;29
Orenburgskaya;Tiflisskaya;244
Orlovskaya;Tiflisskaya;500
Penzenskaya;Tiflisskaya;1137
Permskaya;Tiflisskaya;512
Podolskaya;Tiflisskaya;769
Poltavskaya;Tiflisskaya;1298
Pskovskaya;Tiflisskaya;67
Ryazanskaya;Tiflisskaya;649
Samaraskaya;Tiflisskaya;1127
StPetersburgskaya;Tiflisskaya;993
Saratovskaya;Tiflisskaya;2791
Simbirskaya;Tiflisskaya;456
Smolenskaya;Tiflisskaya;236
Tauridskaya;Tiflisskaya;987
Tambovskaya;Tiflisskaya;1461
Tverskaya;Tiflisskaya;185
Tulskaya;Tiflisskaya;340
Ufimskaya;Tiflisskaya;1232
Kharkovskaya;Tiflisskaya;2849
Khersonskaya;Tiflisskaya;1022
Chernigovskaya;Tiflisskaya;535
Estonskaya;Tiflisskaya;128
Yaroslavskaya;Tiflisskaya;148
Warsawskaya;Tiflisskaya;781
Kaliszskaya;Tiflisskaya;1191
Kieleckaya;Tiflisskaya;332
Lomzinskaya;Tiflisskaya;108
Lublinskaya;Tiflisskaya;313
Piotrkovskaya;Tiflisskaya;693
Plockaya;Tiflisskaya;206
Radomskaya;Tiflisskaya;335
Suwalkskaya;Tiflisskaya;310
Siedlcskaya;Tiflisskaya;409
Bakinskaya;Tiflisskaya;1247
Dagestanskaya;Tiflisskaya;9863
Elisabethpolskaya;Tiflisskaya;7184
Karsskaya;Tiflisskaya;1487
Kubanskaya;Tiflisskaya;2526
Kutaisskaya;Tiflisskaya;20832
Stavropolskaya;Tiflisskaya;3306
Terskaya;Tiflisskaya;2992
Cernomorskaya;Tiflisskaya;205
Erevanskaya;Tiflisskaya;7614
Amurskaya;Tiflisskaya;1
Eniseiskaya;Tiflisskaya;25
Zabaikalskaya;Tiflisskaya;8
Irkutskaya;Tiflisskaya;26
Primorskaya;Tiflisskaya;17
Sakhalin;Tiflisskaya;0
Tobolskaya;Tiflisskaya;124
Tomskaya;Tiflisskaya;62
Yakutskaya;Tiflisskaya;13
Akmolinskaya;Tiflisskaya;129
Zakaspiyskaya;Tiflisskaya;61
Samarkandskaya;Tiflisskaya;5
Semipalatinskaya;Tiflisskaya;23
Semirechenskaya;Tiflisskaya;16
SyrDaryinskaya;Tiflisskaya;19
Turgayskaya;Tiflisskaya;5
Uralskaya;Tiflisskaya;16
Ferganskaya;Tiflisskaya;5
Arkhangelskaya;Tobolskaya;1687
Astrakhanskaya;Tobolskaya;495
Bessarabskaya;Tobolskaya;604
Vilenskaya;Tobolskaya;1387
Vitebskaya;Tobolskaya;4632
Vladimirskaya;Tobolskaya;2207
Vologodskaya;Tobolskaya;3290
Volhynskaya;Tobolskaya;1859
Voronezhskaya;Tobolskaya;6982
Viatskaya;Tobolskaya;12158
Grodnenskaya;Tobolskaya;2967
VojskaDonskogo;Tobolskaya;1380
Ekaterinoslavskaya;Tobolskaya;2440
Kazanskaya;Tobolskaya;5266
Kalugskaya;Tobolskaya;2519
Kievskaya;Tobolskaya;4487
Kovenskaya;Tobolskaya;1705
Kostromskaya;Tobolskaya;1370
Kurlandskaya;Tobolskaya;1192
Kurskaya;Tobolskaya;11801
Liflyandskaya;Tobolskaya;1685
Minskaya;Tobolskaya;1386
Mogilevskaya;Tobolskaya;1152
Moscowskaya;Tobolskaya;1797
Nizhegorodskaya;Tobolskaya;2484
Novgorodskaya;Tobolskaya;820
Olonetskaya;Tobolskaya;356
Orenburgskaya;Tobolskaya;3813
Orlovskaya;Tobolskaya;13574
Penzenskaya;Tobolskaya;13233
Permskaya;Tobolskaya;17318
Podolskaya;Tobolskaya;3142
Poltavskaya;Tobolskaya;12190
Pskovskaya;Tobolskaya;3449
Ryazanskaya;Tobolskaya;7015
Samaraskaya;Tobolskaya;4224
StPetersburgskaya;Tobolskaya;1082
Saratovskaya;Tobolskaya;3008
Simbirskaya;Tobolskaya;4008
Smolenskaya;Tobolskaya;5839
Tauridskaya;Tobolskaya;1621
Tambovskaya;Tobolskaya;5904
Tverskaya;Tobolskaya;1121
Tulskaya;Tobolskaya;4278
Ufimskaya;Tobolskaya;1753
Kharkovskaya;Tobolskaya;5139
Khersonskaya;Tobolskaya;3772
Chernigovskaya;Tobolskaya;16867
Estonskaya;Tobolskaya;426
Yaroslavskaya;Tobolskaya;660
Warsawskaya;Tobolskaya;338
Kaliszskaya;Tobolskaya;46
Kieleckaya;Tobolskaya;53
Lomzinskaya;Tobolskaya;74
Lublinskaya;Tobolskaya;126
Piotrkovskaya;Tobolskaya;95
Plockaya;Tobolskaya;99
Radomskaya;Tobolskaya;92
Suwalkskaya;Tobolskaya;68
Siedlcskaya;Tobolskaya;84
Bakinskaya;Tobolskaya;56
Dagestanskaya;Tobolskaya;123
Elisabethpolskaya;Tobolskaya;48
Karsskaya;Tobolskaya;21
Kubanskaya;Tobolskaya;348
Kutaisskaya;Tobolskaya;60
Stavropolskaya;Tobolskaya;611
Terskaya;Tobolskaya;172
Tiflisskaya;Tobolskaya;95
Cernomorskaya;Tobolskaya;19
Erevanskaya;Tobolskaya;34
Amurskaya;Tobolskaya;243
Eniseiskaya;Tobolskaya;424
Zabaikalskaya;Tobolskaya;121
Irkutskaya;Tobolskaya;350
Primorskaya;Tobolskaya;356
Sakhalin;Tobolskaya;0
Tomskaya;Tobolskaya;3188
Yakutskaya;Tobolskaya;180
Akmolinskaya;Tobolskaya;10182
Zakaspiyskaya;Tobolskaya;55
Samarkandskaya;Tobolskaya;119
Semipalatinskaya;Tobolskaya;674
Semirechenskaya;Tobolskaya;614
SyrDaryinskaya;Tobolskaya;353
Turgayskaya;Tobolskaya;26
Uralskaya;Tobolskaya;30
Ferganskaya;Tobolskaya;122
Arkhangelskaya;Tomskaya;442
Astrakhanskaya;Tomskaya;685
Bessarabskaya;Tomskaya;800
Vilenskaya;Tomskaya;1550
Vitebskaya;Tomskaya;2890
Vladimirskaya;Tomskaya;2905
Vologodskaya;Tomskaya;4110
Volhynskaya;Tomskaya;1623
Voronezhskaya;Tomskaya;48538
Viatskaya;Tomskaya;37584
Grodnenskaya;Tomskaya;1922
VojskaDonskogo;Tomskaya;2063
Ekaterinoslavskaya;Tomskaya;1297
Kazanskaya;Tomskaya;9682
Kalugskaya;Tomskaya;3309
Kievskaya;Tomskaya;3042
Kovenskaya;Tomskaya;1618
Kostromskaya;Tomskaya;2587
Kurlandskaya;Tomskaya;592
Kurskaya;Tomskaya;67421
Liflyandskaya;Tomskaya;846
Minskaya;Tomskaya;860
Mogilevskaya;Tomskaya;1680
Moscowskaya;Tomskaya;1574
Nizhegorodskaya;Tomskaya;5572
Novgorodskaya;Tomskaya;855
Olonetskaya;Tomskaya;834
Orenburgskaya;Tomskaya;14795
Orlovskaya;Tomskaya;17357
Penzenskaya;Tomskaya;23228
Permskaya;Tomskaya;51959
Podolskaya;Tomskaya;2454
Poltavskaya;Tomskaya;37151
Pskovskaya;Tomskaya;950
Ryazanskaya;Tomskaya;30494
Samaraskaya;Tomskaya;16204
StPetersburgskaya;Tomskaya;1076
Saratovskaya;Tomskaya;9881
Simbirskaya;Tomskaya;8126
Smolenskaya;Tomskaya;2418
Tauridskaya;Tomskaya;857
Tambovskaya;Tomskaya;58767
Tverskaya;Tomskaya;1129
Tulskaya;Tomskaya;8136
Ufimskaya;Tomskaya;7417
Kharkovskaya;Tomskaya;14449
Khersonskaya;Tomskaya;2663
Chernigovskaya;Tomskaya;30087
Estonskaya;Tomskaya;299
Yaroslavskaya;Tomskaya;1348
Warsawskaya;Tomskaya;880
Kaliszskaya;Tomskaya;88
Kieleckaya;Tomskaya;49
Lomzinskaya;Tomskaya;327
Lublinskaya;Tomskaya;177
Piotrkovskaya;Tomskaya;644
Plockaya;Tomskaya;191
Radomskaya;Tomskaya;291
Suwalkskaya;Tomskaya;704
Siedlcskaya;Tomskaya;489
Bakinskaya;Tomskaya;122
Dagestanskaya;Tomskaya;83
Elisabethpolskaya;Tomskaya;68
Karsskaya;Tomskaya;250
Kubanskaya;Tomskaya;410
Kutaisskaya;Tomskaya;1981
Stavropolskaya;Tomskaya;910
Terskaya;Tomskaya;244
Tiflisskaya;Tomskaya;1101
Cernomorskaya;Tomskaya;171
Erevanskaya;Tomskaya;490
Amurskaya;Tomskaya;777
Eniseiskaya;Tomskaya;4366
Zabaikalskaya;Tomskaya;387
Irkutskaya;Tomskaya;1551
Primorskaya;Tomskaya;1942
Sakhalin;Tomskaya;0
Tobolskaya;Tomskaya;50889
Yakutskaya;Tomskaya;260
Akmolinskaya;Tomskaya;3070
Zakaspiyskaya;Tomskaya;76
Samarkandskaya;Tomskaya;420
Semipalatinskaya;Tomskaya;18841
Semirechenskaya;Tomskaya;951
SyrDaryinskaya;Tomskaya;216
Turgayskaya;Tomskaya;89
Uralskaya;Tomskaya;52
Ferganskaya;Tomskaya;68
Arkhangelskaya;Tulskaya;48
Astrakhanskaya;Tulskaya;27
Bessarabskaya;Tulskaya;66
Vilenskaya;Tulskaya;218
Vitebskaya;Tulskaya;352
Vladimirskaya;Tulskaya;1470
Vologodskaya;Tulskaya;136
Volhynskaya;Tulskaya;175
Voronezhskaya;Tulskaya;588
Viatskaya;Tulskaya;1244
Grodnenskaya;Tulskaya;170
VojskaDonskogo;Tulskaya;322
Ekaterinoslavskaya;Tulskaya;289
Kazanskaya;Tulskaya;136
Kalugskaya;Tulskaya;8158
Kievskaya;Tulskaya;360
Kovenskaya;Tulskaya;236
Kostromskaya;Tulskaya;229
Kurlandskaya;Tulskaya;196
Kurskaya;Tulskaya;750
Liflyandskaya;Tulskaya;302
Minskaya;Tulskaya;275
Mogilevskaya;Tulskaya;404
Moscowskaya;Tulskaya;8954
Nizhegorodskaya;Tulskaya;386
Novgorodskaya;Tulskaya;205
Olonetskaya;Tulskaya;23
Orenburgskaya;Tulskaya;92
Orlovskaya;Tulskaya;8842
Penzenskaya;Tulskaya;513
Permskaya;Tulskaya;370
Podolskaya;Tulskaya;149
Poltavskaya;Tulskaya;1181
Pskovskaya;Tulskaya;72
Ryazanskaya;Tulskaya;7277
Samaraskaya;Tulskaya;129
StPetersburgskaya;Tulskaya;1347
Saratovskaya;Tulskaya;280
Simbirskaya;Tulskaya;183
Smolenskaya;Tulskaya;863
Tauridskaya;Tulskaya;100
Tambovskaya;Tulskaya;1745
Tverskaya;Tulskaya;654
Ufimskaya;Tulskaya;62
Kharkovskaya;Tulskaya;262
Khersonskaya;Tulskaya;194
Chernigovskaya;Tulskaya;311
Estonskaya;Tulskaya;77
Yaroslavskaya;Tulskaya;290
Warsawskaya;Tulskaya;670
Kaliszskaya;Tulskaya;43
Kieleckaya;Tulskaya;22
Lomzinskaya;Tulskaya;30
Lublinskaya;Tulskaya;65
Piotrkovskaya;Tulskaya;46
Plockaya;Tulskaya;38
Radomskaya;Tulskaya;62
Suwalkskaya;Tulskaya;63
Siedlcskaya;Tulskaya;106
Bakinskaya;Tulskaya;19
Dagestanskaya;Tulskaya;22
Elisabethpolskaya;Tulskaya;4
Karsskaya;Tulskaya;5
Kubanskaya;Tulskaya;47
Kutaisskaya;Tulskaya;29
Stavropolskaya;Tulskaya;43
Terskaya;Tulskaya;34
Tiflisskaya;Tulskaya;31
Cernomorskaya;Tulskaya;5
Erevanskaya;Tulskaya;1
Amurskaya;Tulskaya;5
Eniseiskaya;Tulskaya;11
Zabaikalskaya;Tulskaya;7
Irkutskaya;Tulskaya;13
Primorskaya;Tulskaya;12
Sakhalin;Tulskaya;0
Tobolskaya;Tulskaya;23
Tomskaya;Tulskaya;23
Yakutskaya;Tulskaya;0
Akmolinskaya;Tulskaya;7
Zakaspiyskaya;Tulskaya;2
Samarkandskaya;Tulskaya;2
Semipalatinskaya;Tulskaya;18
Semirechenskaya;Tulskaya;3
SyrDaryinskaya;Tulskaya;13
Turgayskaya;Tulskaya;0
Uralskaya;Tulskaya;8
Ferganskaya;Tulskaya;2
Arkhangelskaya;Turgayskaya;4
Astrakhanskaya;Turgayskaya;189
Bessarabskaya;Turgayskaya;4
Vilenskaya;Turgayskaya;9
Vitebskaya;Turgayskaya;9
Vladimirskaya;Turgayskaya;87
Vologodskaya;Turgayskaya;32
Volhynskaya;Turgayskaya;13
Voronezhskaya;Turgayskaya;2363
Viatskaya;Turgayskaya;786
Grodnenskaya;Turgayskaya;4
VojskaDonskogo;Turgayskaya;379
Ekaterinoslavskaya;Turgayskaya;76
Kazanskaya;Turgayskaya;1021
Kalugskaya;Turgayskaya;6
Kievskaya;Turgayskaya;36
Kovenskaya;Turgayskaya;4
Kostromskaya;Turgayskaya;40
Kurlandskaya;Turgayskaya;4
Kurskaya;Turgayskaya;360
Liflyandskaya;Turgayskaya;4
Minskaya;Turgayskaya;12
Mogilevskaya;Turgayskaya;7
Moscowskaya;Turgayskaya;34
Nizhegorodskaya;Turgayskaya;81
Novgorodskaya;Turgayskaya;11
Olonetskaya;Turgayskaya;12
Orenburgskaya;Turgayskaya;7456
Orlovskaya;Turgayskaya;462
Penzenskaya;Turgayskaya;1110
Permskaya;Turgayskaya;1383
Podolskaya;Turgayskaya;25
Poltavskaya;Turgayskaya;694
Pskovskaya;Turgayskaya;4
Ryazanskaya;Turgayskaya;321
Samaraskaya;Turgayskaya;8239
StPetersburgskaya;Turgayskaya;34
Saratovskaya;Turgayskaya;1154
Simbirskaya;Turgayskaya;362
Smolenskaya;Turgayskaya;17
Tauridskaya;Turgayskaya;35
Tambovskaya;Turgayskaya;1343
Tverskaya;Turgayskaya;13
Tulskaya;Turgayskaya;155
Ufimskaya;Turgayskaya;1004
Kharkovskaya;Turgayskaya;681
Khersonskaya;Turgayskaya;21
Chernigovskaya;Turgayskaya;88
Estonskaya;Turgayskaya;1
Yaroslavskaya;Turgayskaya;5
Warsawskaya;Turgayskaya;13
Kaliszskaya;Turgayskaya;0
Kieleckaya;Turgayskaya;47
Lomzinskaya;Turgayskaya;3
Lublinskaya;Turgayskaya;6
Piotrkovskaya;Turgayskaya;27
Plockaya;Turgayskaya;3
Radomskaya;Turgayskaya;0
Suwalkskaya;Turgayskaya;1
Siedlcskaya;Turgayskaya;9
Bakinskaya;Turgayskaya;0
Dagestanskaya;Turgayskaya;5
Elisabethpolskaya;Turgayskaya;1
Karsskaya;Turgayskaya;1
Kubanskaya;Turgayskaya;9
Kutaisskaya;Turgayskaya;1
Stavropolskaya;Turgayskaya;23
Terskaya;Turgayskaya;0
Tiflisskaya;Turgayskaya;0
Cernomorskaya;Turgayskaya;1
Erevanskaya;Turgayskaya;0
Amurskaya;Turgayskaya;3
Eniseiskaya;Turgayskaya;1
Zabaikalskaya;Turgayskaya;0
Irkutskaya;Turgayskaya;2
Primorskaya;Turgayskaya;2
Sakhalin;Turgayskaya;0
Tobolskaya;Turgayskaya;221
Tomskaya;Turgayskaya;16
Yakutskaya;Turgayskaya;2
Akmolinskaya;Turgayskaya;118
Zakaspiyskaya;Turgayskaya;4
Samarkandskaya;Turgayskaya;1
Semipalatinskaya;Turgayskaya;3
Semirechenskaya;Turgayskaya;31
SyrDaryinskaya;Turgayskaya;292
Uralskaya;Turgayskaya;136
Ferganskaya;Turgayskaya;2
Arkhangelskaya;Tverskaya;134
Astrakhanskaya;Tverskaya;55
Bessarabskaya;Tverskaya;113
Vilenskaya;Tverskaya;473
Vitebskaya;Tverskaya;379
Vladimirskaya;Tverskaya;2166
Vologodskaya;Tverskaya;345
Volhynskaya;Tverskaya;226
Voronezhskaya;Tverskaya;803
Viatskaya;Tverskaya;450
Grodnenskaya;Tverskaya;654
VojskaDonskogo;Tverskaya;64
Ekaterinoslavskaya;Tverskaya;196
Kazanskaya;Tverskaya;250
Kalugskaya;Tverskaya;793
Kievskaya;Tverskaya;549
Kovenskaya;Tverskaya;252
Kostromskaya;Tverskaya;415
Kurlandskaya;Tverskaya;364
Kurskaya;Tverskaya;265
Liflyandskaya;Tverskaya;929
Minskaya;Tverskaya;237
Mogilevskaya;Tverskaya;255
Moscowskaya;Tverskaya;8158
Nizhegorodskaya;Tverskaya;472
Novgorodskaya;Tverskaya;5462
Olonetskaya;Tverskaya;213
Orenburgskaya;Tverskaya;253
Orlovskaya;Tverskaya;468
Penzenskaya;Tverskaya;187
Permskaya;Tverskaya;351
Podolskaya;Tverskaya;222
Poltavskaya;Tverskaya;370
Pskovskaya;Tverskaya;969
Ryazanskaya;Tverskaya;747
Samaraskaya;Tverskaya;174
StPetersburgskaya;Tverskaya;6753
Saratovskaya;Tverskaya;148
Simbirskaya;Tverskaya;152
Smolenskaya;Tverskaya;2590
Tauridskaya;Tverskaya;56
Tambovskaya;Tverskaya;796
Tulskaya;Tverskaya;576
Ufimskaya;Tverskaya;27
Kharkovskaya;Tverskaya;163
Khersonskaya;Tverskaya;107
Chernigovskaya;Tverskaya;150
Estonskaya;Tverskaya;498
Yaroslavskaya;Tverskaya;3959
Warsawskaya;Tverskaya;266
Kaliszskaya;Tverskaya;32
Kieleckaya;Tverskaya;29
Lomzinskaya;Tverskaya;100
Lublinskaya;Tverskaya;186
Piotrkovskaya;Tverskaya;53
Plockaya;Tverskaya;40
Radomskaya;Tverskaya;39
Suwalkskaya;Tverskaya;137
Siedlcskaya;Tverskaya;49
Bakinskaya;Tverskaya;8
Dagestanskaya;Tverskaya;7
Elisabethpolskaya;Tverskaya;5
Karsskaya;Tverskaya;0
Kubanskaya;Tverskaya;19
Kutaisskaya;Tverskaya;12
Stavropolskaya;Tverskaya;12
Terskaya;Tverskaya;12
Tiflisskaya;Tverskaya;31
Cernomorskaya;Tverskaya;3
Erevanskaya;Tverskaya;2
Amurskaya;Tverskaya;1
Eniseiskaya;Tverskaya;19
Zabaikalskaya;Tverskaya;7
Irkutskaya;Tverskaya;15
Primorskaya;Tverskaya;13
Sakhalin;Tverskaya;0
Tobolskaya;Tverskaya;33
Tomskaya;Tverskaya;21
Yakutskaya;Tverskaya;1
Akmolinskaya;Tverskaya;8
Zakaspiyskaya;Tverskaya;6
Samarkandskaya;Tverskaya;2
Semipalatinskaya;Tverskaya;2
Semirechenskaya;Tverskaya;1
SyrDaryinskaya;Tverskaya;6
Turgayskaya;Tverskaya;5
Uralskaya;Tverskaya;5
Ferganskaya;Tverskaya;4
Arkhangelskaya;Ufimskaya;78
Astrakhanskaya;Ufimskaya;69
Bessarabskaya;Ufimskaya;26
Vilenskaya;Ufimskaya;158
Vitebskaya;Ufimskaya;191
Vladimirskaya;Ufimskaya;2230
Vologodskaya;Ufimskaya;353
Volhynskaya;Ufimskaya;68
Voronezhskaya;Ufimskaya;706
Viatskaya;Ufimskaya;52413
Grodnenskaya;Ufimskaya;413
VojskaDonskogo;Ufimskaya;71
Ekaterinoslavskaya;Ufimskaya;300
Kazanskaya;Ufimskaya;20431
Kalugskaya;Ufimskaya;229
Kievskaya;Ufimskaya;252
Kovenskaya;Ufimskaya;206
Kostromskaya;Ufimskaya;2446
Kurlandskaya;Ufimskaya;1039
Kurskaya;Ufimskaya;5776
Liflyandskaya;Ufimskaya;2728
Minskaya;Ufimskaya;231
Mogilevskaya;Ufimskaya;217
Moscowskaya;Ufimskaya;468
Nizhegorodskaya;Ufimskaya;2457
Novgorodskaya;Ufimskaya;256
Olonetskaya;Ufimskaya;88
Orenburgskaya;Ufimskaya;6982
Orlovskaya;Ufimskaya;966
Penzenskaya;Ufimskaya;7677
Permskaya;Ufimskaya;13082
Podolskaya;Ufimskaya;129
Poltavskaya;Ufimskaya;549
Pskovskaya;Ufimskaya;108
Ryazanskaya;Ufimskaya;6227
Samaraskaya;Ufimskaya;20012
StPetersburgskaya;Ufimskaya;650
Saratovskaya;Ufimskaya;1575
Simbirskaya;Ufimskaya;6294
Smolenskaya;Ufimskaya;847
Tauridskaya;Ufimskaya;302
Tambovskaya;Ufimskaya;10168
Tverskaya;Ufimskaya;234
Tulskaya;Ufimskaya;3425
Kharkovskaya;Ufimskaya;1158
Khersonskaya;Ufimskaya;649
Chernigovskaya;Ufimskaya;759
Estonskaya;Ufimskaya;158
Yaroslavskaya;Ufimskaya;236
Warsawskaya;Ufimskaya;114
Kaliszskaya;Ufimskaya;26
Kieleckaya;Ufimskaya;44
Lomzinskaya;Ufimskaya;11
Lublinskaya;Ufimskaya;78
Piotrkovskaya;Ufimskaya;59
Plockaya;Ufimskaya;37
Radomskaya;Ufimskaya;37
Suwalkskaya;Ufimskaya;27
Siedlcskaya;Ufimskaya;48
Bakinskaya;Ufimskaya;10
Dagestanskaya;Ufimskaya;10
Elisabethpolskaya;Ufimskaya;8
Karsskaya;Ufimskaya;6
Kubanskaya;Ufimskaya;11
Kutaisskaya;Ufimskaya;11
Stavropolskaya;Ufimskaya;18
Terskaya;Ufimskaya;28
Tiflisskaya;Ufimskaya;29
Cernomorskaya;Ufimskaya;11
Erevanskaya;Ufimskaya;3
Amurskaya;Ufimskaya;2
Eniseiskaya;Ufimskaya;39
Zabaikalskaya;Ufimskaya;17
Irkutskaya;Ufimskaya;31
Primorskaya;Ufimskaya;13
Sakhalin;Ufimskaya;0
Tobolskaya;Ufimskaya;210
Tomskaya;Ufimskaya;120
Yakutskaya;Ufimskaya;36
Akmolinskaya;Ufimskaya;51
Zakaspiyskaya;Ufimskaya;18
Samarkandskaya;Ufimskaya;24
Semipalatinskaya;Ufimskaya;18
Semirechenskaya;Ufimskaya;19
SyrDaryinskaya;Ufimskaya;94
Turgayskaya;Ufimskaya;28
Uralskaya;Ufimskaya;90
Ferganskaya;Ufimskaya;8
Arkhangelskaya;Uralskaya;8
Astrakhanskaya;Uralskaya;13946
Bessarabskaya;Uralskaya;12
Vilenskaya;Uralskaya;52
